,movie_id,title,tags
2459,207,Dead Poets Society,at an elite oldfashion board school in new england a passion english teacher inspir hi student to rebel against convent and seiz the potenti of everi day court the disdain of the stern headmaster individu philosophi poetri shakespear professor literatur friendship filmes_focados_em_um_professor drama robin_william ethan_hawk robert_sean_leonard peter_weir
2460,8467,Dumb and Dumber,lloyd and harri are two men whose stupid is realli indescribable when mary a beauti woman lose an import suitcas with money befor she leav for aspen the two friend who have found the suitcase decid to return it to her after some adventures they final get to aspen where use the lost money they live it up and fight for mary heart gas_stat motel utah stupid pill prank cigar_smok violenc crimin fired_from_the_job clumsi stepmother_stepdaughter_relationship sitting_on_a_toilet aspen_colorado parakeet defec scooter hotel_suit endangered_speci foolish lax comedi jim_carrey jeff_daniel lauren_holli bobby_farrelli
2461,639,When Harry Met Sally...,dure their travel from chicago to new york harri and salli will debat whether or not sex ruin a perfect relationship between a man and a woman eleven year and later theyr still no closer to find the answer new_york wife_husband_relationship restaur platonic_lov orgasm friendship male_female_relationship comedi romanc drama meg_ryan billy_cryst carrie_fish rob_rein
2462,24226,The Verdict,frank galvin is a downonhi luck lawyer reduc to drink and ambul chasing former associ mickey morrissey remind him of hi oblig in a medic malpractic suit that he himself serv to galvin on a silver platter all parti will to settl out of court blunder hi way through the preliminaries he suddenli realiz that perhap after all the case should go to court to punish the guilty to get a decent settlement for hi clients and to restor hi stand as a lawyer boston court malpractic alcohol courtroom defense_attorney drama paul_newman charlotte_rampl jack_warden sidney_lumet
2463,9285,Road Trip,four friend take off on an 1800 mile road trip to retriev an illicit tape mistakenli mail to a girl friend female_nud sex sexism sperm_bank erect blond road_trip soror politically_incorrect pot_smok teen_movi teen_sex_comedi cross_countri polit stoner sperm_donor school_bu losing_money male_virgin horni dorm_room sex_tap young_adult comedi adventur breckin_mey seann_william_scott amy_smart todd_phillip
2464,14709,Varsity Blues,in smalltown texas high school footbal is a religion 17yearold schoolboy carri the hope of an entir commun onto the gridiron everi friday night when star quarterback lanc harbor suffer an injury the coyot are forc to regroup under the question leadership of john moxon a secondstr quarterback with a slightli irrever approach to the game american_footbal small_town texa cheerlead sport parti high_school_sport police_car american_football_star the_big_gam comedi drama romanc james_van_der_beek amy_smart jon_voight brian_robbin
2465,74643,The Artist,hollywood 1927 as silent movi star georg valentin wonder if the arriv of talk pictur will caus him to fade into oblivion he spark with peppi miller a young dancer set for a big break film_produc film_histori movie_studio hollywood dog mustach hollywoodland silent_film marque terrier movie_star flapper silent_film_star drama comedi romanc jean_dujardin bérénice_bejo john_goodman michel_hazanaviciu
2466,13788,The Unborn,a young woman fight the spirit that is slowli take possess of her horror thriller mysteri odette_ann gary_oldman meagan_good david_s_goy
2467,83666,Moonrise Kingdom,set on an island off the coast of new england in the summer of 1965 moonris kingdom tell the stori of two twelveyearold who fall in love make a secret pact and run away togeth into the wilderness as variou author tri to hunt them down a violent storm is brew offshor  and the peac island commun is turn upsid down in more way than anyon can handle new_england first_lov eye_patch search_parti devast pen_pal handkerchief child_smok small_town_sheriff the_color_r the_color_blu boy_scout sand_danc meet_cut boy_scouts_lead pipe_smok duringcreditssting comedi drama romanc bruce_willi edward_norton jared_gilman wes_anderson
2468,10781,The Texas Chainsaw Massacre: The Beginning,chrissi and her friend set out on a road trip for a final fling befor one is ship off to vietnam along the way biker harass the foursom and caus an accid that throw chrissi from the vehicle the lawman who arriv on the scene kill one of the biker and bring chrissie friend to the hewitt homestead where young leatherfac is learn the tool of terror mass_murd planned_murd chain_saw sadism knife psychopath prequel murder gore serial_kil blood leatherfac slaughterhous slasher chainsaw tortur cruelti series_of_murd violenc cannib severed_foot severed_hand horror jordana_brewst taylor_handley diora_baird jonathan_liebesman
2469,318850,The Young Messiah,tell the stori of jesu christ at age seven as he and hi famili depart egypt to return home to nazareth told from hi childhood perspective it follow young jesu as he grow into hi religi identity egypt jesus_christ gospel christian journey biblic drama adam_greavesn sara_lazzaro vincent_walsh cyrus_nowrasteh
2470,13908,The Master of Disguise,a sweetnatur italian waiter name pistachio disguisey at hi father fabbrizio restaurant who happen to be a member of a famili with supernatur skill of disguise but moment later the patriarch of the disguisey famili is kidnap fabbrizio former archenemy devlin bowman a crimin mastermind in an attempt to steal the world most preciou treasur from around the world and it up to pistachio to track down bowman and save hi famili befor bowman kill them aftercreditssting duringcreditssting comedi famili dana_carvey brent_spin jennifer_esposito perry_andelin_blak
2471,1417,Pan's Labyrinth,live with her tyrann stepfath in a new home with her pregnant mother 10yearold ofelia feel alon until she explor a decay labyrinth guard by a mysteri faun who claim to know her destiny if she wish to return to her real father ofelia must complet three terrifi tasks spain resist servant anti_hero fairi fairy_tal franco_regim armi princess love wood king hide labyrinth mytholog fantasi drama war ivana_baquero maribel_verdú sergi_lópez guillermo_del_toro
2472,39180,See Spot Run,a drug snif agent canin is a target for an assassin boss so the fbi call wit protect to send him somewher else meanwhil a singl mom put her 6 year old boy jame in the care of her irresponsible mailman neighbor gordon when the babysitt bail on her meanwhile an assassin mob boss hire 2 goon to kill agent 11 but when 11 escap from the van when they tri to kill him he hide in gordon mailtruck that jame is in too and guess what they name him spot dog action comedi famili michael_clarke_duncan david_arquett leslie_bibb john_whitesel
2473,16161,Baby Boy,the stori of jody a misguided 20yearold africanamerican who is realli just a babi boy final forcedkick and scream to face the commit of real life streetwis and jobless he ha not onli father two children by two differ womenyvett and peanut but still live with hi own mother he cant seem to strike a balanc or find direct in hi chaotic life single_par intoler condom bootlegg fistfight step_fath woman thief domestic_viol gunfight los_angel physical_abus excon selfish passive_aggress fatherhood convicted_felon south_central_la crime drama romanc tyrese_gibson taraji_p_henson omar_good john_singleton
2474,49950,The Roommate,when sara minka kelly a young design student from iowa arriv for colleg in lo angeles she is eager to fit in and get to know the big city her wealthi roommate rebecca leighton meester is more than eager to take sara under her wing and show her the ropes the two becom close but when sara begin to branch out and make more friend on campus rebecca becom resentful alarmed sara move in with her new boyfriend caus rebecca behavior to take a violent turn jealousi roommat obsess campu love murder freshman student los_angel medic violenc boyfriend design resent thriller drama horror minka_kelli leighton_meest cam_gigandet christian_e_christiansen
2475,10956,Joe Dirt,joe dirt is a janitor with a mullet hairdo acidwash jean and a dream to find the parent that he lost at the grand canyon when he wa a belligerent trailer parkrais eightyearold now blast van halen in hi jackedup economi car the irrepress optimist joe hit the road alon in search of hi folks parents_kids_relationship loss_of_par looking_for__birth_par meteorit janitor   woman_director mysteri adventur comedi romanc drama david_spad brittany_daniel dennis_mil dennie_gordon
2476,9594,Double Impact,jean claud van damm play a dual role as alex and chad twin separ at the death of their parents chad is rais by a famili retain in paris alex becom a petti crook in hong kong see a pictur of alex chad rejoin him and convinc him that hi rival in hong kong is also the man who kill their parents alex is suspici of chad especi when it come to hi girlfriend loss_of_par karat fighter reveng hong_kong twin hoodlum thriller action crime drama jeanclaude_van_damm geoffrey_lewi alonna_shaw sheldon_lettich
2477,4638,Hot Fuzz,top london cop pc nichola angel is good too good to stop the rest of hi team from look bad he is reassign to the quiet town of sandford pair with simpl countri cop and everyth seem quiet until two actor are found decapitated it is address as an accident but angel isnt go to accept that especi when more and more peopl turn up dead villag arrest polic partner murder conspiraci gunfight police_forc cowboy_costum accid crime action comedi simon_pegg nick_frost jim_broadb edgar_wright
2478,13972,The Women,the stori center on a group of gossipy highsocieti women who spend their day at the beauti salon and haunt fashion shows the sweet happilywed mari hain find her marriag in troubl when shop girl crystal allen get her hook into mary man beauty_salon divorc woman_director comedi drama romanc cloris_leachman india_ennenga annette_ben diane_english
2479,5038,Vicky Cristina Barcelona,two girlfriend on a summer holiday in spain becom enamor with the same painter unawar that hi exwife with whom he ha a tempestu relationship is about to reent the picture barcelona_spain menage_a_troi author drama romanc scarlett_johansson rebecca_hal javier_bardem woody_allen
2480,13491,Arn: The Knight Templar,arn the son of a highrank swedish nobleman is educ in a monasteri and sent to the holi land as a knight templar to do penanc for a forbidden love tv_movi action adventur drama romanc joakim_nätterqvist sofia_helin stellan_skarsgård peter_flinth
2481,10571,Boys and Girls,ryan and jennif are opposit who definit do not attract at least that what they alway believed when they met as twelveyearolds they dislik one another when they met again as teenagers they loath each other but when they meet in college the uptight ryan and the freespirit jennif find that their differ bind them togeth and a rare friendship develops soulmat new_lov platonic_lov lover girlfriend model_stud friendship motherly_lov student_movi student univers relationship comedi drama romanc freddie_prinze_jr claire_forlani jason_bigg robert_iscov
2482,10994,White Oleander,a teenag journey through a seri of foster home after her mother goe to prison for commit a crime of passion poison prison loss_of_famili loss_of_fath foster_par womens_prison family_relationship bad_moth childrens_servic drama alison_lohman michelle_pfeiff cole_haus peter_kosminski
2483,19994,Jennifer's Body,a newli possess cheerlead turn into a killer who special in of her male classmates can her best friend put an end to the horror bloodthirsti high_school sexual_murd horror gore slumber_parti demon succubu candlelight_vigil duringcreditssting woman_director comedi horror megan_fox amanda_seyfri johnny_simmon karyn_kusama
2484,25166,Drowning Mona,the recent deceas mona dearli bett midler wa mani things an abus wife a domin mother a loudmouth neighbor and a violent malcontent so when her car and corps are discov in the hudson river polic chief wyatt rash danni devito immedi suspect murder rather than an accident but sinc the whole commun of verplanck ny share a deep hatr for thi unceasingli spite woman rash find hi murder investig overwhelm with potenti suspects suspicion suspect investig remak murder death accid dysfunct comedi crime mysteri danny_devito bette_midl neve_campbel nick_gomez
2485,30890,Radio Days,the narrat woodi allen tell us how the radio influenc hi childhood in the day befor tv in the new york citi of the late 1930 to the new year eve 1944 thi comingofag tale mix the narrator experi with contemporari anecdot and urban legend of the radio stars beach taxi_driv world_war_ii radio coney_island independent_film working_class binocular cigarette_girl radio_play comedi drama woody_allen mia_farrow jeff_daniel woody_allen
2486,23169,Remember Me,still reel from a heartbreak famili event and hi parents subsequ divorce tyler hawkin discov a fresh leas on life when he meet alli craig a gregari beauti who wit her mother death but as the coupl draw closer the fallout from their separ tragedi jeopard their love new_york father_son_relationship griev romantic_drama young_adult college_stud 21st_centuri drama romanc robert_pattinson emilie_de_ravin pierce_brosnan allen_coult
2487,17403,How to Deal,mandi moor star as halley a young hip high school student who convinc true love doesnt exist base on the crazi relationship around her her mother is divorc her father who is date a younger woman halley cant stand her craze sister is plan a wed but ha second thought and her best friend ha fallen madli in love for the first time leav halley to feel even more alone woman_director drama comedi romanc mandy_moor trent_ford allison_janney clare_kiln
2488,12120,My Stepmother is an Alien,tri to rescu her home planet from destruction a gorgeou extraterrestri name celest arriv on earth and begin her scientif research she woo quirki scientist dr steve mills a widow with a young daughter befor long celest find herself in love with steve and her new life on earth where she experi true intimaci for the first time but when she lose sight of her mission she begin to question where she belongs alien spoof sneez levit messag comedi science_fict dan_aykroyd kim_basing jon_lovitz richard_benjamin
2489,9800,Philadelphia,no one would take hi case until one man wa will to take on the system two compet lawyer join forc to sue a prestigi law firm for aid discrimination as their unlik friendship develop their courag overcom the prejudic and corrupt of their power adversaries gay aid homophobia juror court partner hiv lawyer die discrimin judiciari drama tom_hank denzel_washington jason_robard jonathan_demm
2490,1090,The Thirteenth Floor,comput scientist hannon fuller ha discov someth extrem important he about to tell the discoveri to hi colleague dougla hall but know someon is after him the old man leav a letter in hi comput gener parallel world that just like the 30 with seemingli real peopl with real emotions artificial_intellig simul computer_program virtual_r dystopia murder los_angel thriller science_fict mysteri craig_bierko armin_muellerstahl gretchen_mol josef_rusnak
2491,18475,The Cookout,when todd anderson sign a 30 million deal with hi hometown team the new jersey nets he know that hi life is set for a big change to keep thing real he decid to throw a barbequ at hi place  just like the one hi famili use to have but when you have new and old friends family agents and product rep in the same house thing are bound to get crazy comedi comedi drama ja_rul tim_meadow jenifer_lewi lance_rivera
2492,40160,Meteor,after a collis with a comet a nearli 8km wide piec of the asteroid orpheus is head toward earth if it will hit it will caus a incred catastroph which will probabl extinguish mankind to stop the meteor nasa want to use the illeg nuclear weapon satellit hercules but discov soon that it doesnt have enough fire power their onli chanc to save the world is to join forc with the ussr who have also launch such an illeg satellite but will both govern agree meteor disast disaster_film disaster_movi action science_fict thriller sean_conneri natalie_wood karl_malden ronald_neam
2493,18074,Duets,duet is a roadtrip comedi which revolv around the littl known world of karaok and the whimsic charact who inhabit it all road lead to omaha site of a nation karaok competit where thi motley group of singer and star come togeth for a blowout singoff music comedi drama music gwyneth_paltrow scott_speedman maria_bello bruce_paltrow
2494,9689,Hollywood Ending,woodi allen star as val waxman a twotim oscar winner turn washedup neurot director in desper need of a comeback when it comes waxman find himself back into a corner work for hi exwif elli or forfeit hi last shot is val blind by love when he opt for the reconnect is love blind when it come to ellie staunch support liter and figuratively the proof is the picture blindness_and_impaired_vis creative_crisi film_director comedi drama woody_allen george_hamilton téa_leoni woody_allen
2495,9781,Detroit Rock City,in 1978 a kiss concert wa an epochmak event for the three teen fan in detroit rock citi get ticket to the soldout show becom the focal point of their existence theyll do anyth for ticket  compet in a strip club amateurnight contest take on religi protesters even rob a conveni store parents_kids_relationship kiss independent_film youth drug detroit comedi music giuseppe_andrew james_debello edward_furlong adam_rifkin
2496,8009,Highlander,he fought hi first battl on the scottish highland in 1536 he will fight hi greatest battl on the street of new york citi in 1986 hi name is connor macleod he is immortal new_york scotland swordplay sword cutoff_head immort adventur action fantasi christopher_lambert roxanne_hart clancy_brown russell_mulcahi
2497,3877,Things We Lost in the Fire,a recent widow invit her husband troubl best friend to live with her and her two children as he gradual turn hi life around he help the famili cope and confront their loss sad loss_of_fath junki luxuri heroin beauti chariti funer widow loss_of_husband ersatz best_friend woman_director drama halle_berri benicio_del_toro david_duchovni susanne_bi
2498,8854,Steel,justice safe streets payback metallurgist john henri iron oneal vow to claim them all when a renegad militari reject judd nelson put new superweapon in danger hands help by an electron wiz annabeth gish and an imagin scrap metal worker richard roundtree iron becom steel wear bodi armor wield a fearsom electrohamm and ride a gadgetpack motorcycle he readi to wage warif he can fix the untim glitch in hi untest gear you all be cool now the goodguy hero tell two crime victim he rescues therel be a lot of thrillin befor steel himself can start chillin dc_comic los_angel soldier militari science_fict action adventur shaquille_on annabeth_gish richard_roundtre kenneth_johnson
2499,152599,The Immigrant,an innoc immigr woman is trick into a life of burlesqu and vaudevil until a dazzl magician tri to save her and reunit her with her sister who is be held in the confin of elli island new_york corrupt sister_sister_relationship magic immigr nuditi nightmar ship quarantin love murder money escap doctor prostitut poland ill drama romanc marion_cotillard jeremy_renn joaquin_phoenix james_gray
2500,18840,The White Countess,the last movi from the team of ismail merchant jame ivory and kazuo ishiguro set in 1930 shanghai the white countess is both sofia natasha richardson a fallen member of the russian aristocracy and a nightclub creat by a blind american diplomat name jackson ralph fiennes who ask sofia to be the centerpiec of the world he want to create drama histori famili romanc ralph_fienn natasha_richardson hiroyuki_sanada james_ivori
2501,68727,Trance,a fine art auction mix up with a gang join forc with a hypnotherapist to recov a lost painting as boundari between desire realiti and hypnot suggest begin to blur the stake rise faster than anyon could have anticipated amnesia art_thief hypnot heist_movi duringcreditssting thriller crime drama mysteri james_mcavoy vincent_cassel rosario_dawson danny_boyl
2502,12657,Soul Plane,follow a ridicul aw flight that lead to hi pet death nashawn wade file a lawsuit against the airline and win a multimilliondollar settlement determin to creat a better fli experience nashawn start hi own airline one that cater to an africanamerican clientele go into busi with a trickedout plane pilot by the smooth capt mack the airlin hit a snag when it ha to deal with the famili of elvi hunkee black_peopl hiphop nightclub airplan chao champagn romanc comedi tom_arnold kevin_hart method_man jessy_terrero
2503,8265,Welcome to the Sticks,although live a comfort life in salondeprovence a charm town in the south of france juli ha been feel depress for a while to pleas her philipp abrams a post offic administrator her husband tri to obtain a transfer to a seasid town on the french riviera at ani cost the troubl is that he is caught redhand while tri to scam an inspector philipp is immedi banish to the distant unheard of town of bergues in the far north of france clock_tow jealousi cheat provenc lie southern_fr postman flush mamas_boy bia local_speci job_transf northern_fr disabl dialect comedi kad_merad dany_boon zoé_félix dany_boon
2504,12410,Good,the rise of nation social in germani should not be regard as a conspiraci of madmen million of good peopl found themselv in a societi spiral into terribl chaos a film about then which illumin the terror of now germani nazi nazism euthanasia drama viggo_mortensen jason_isaac mark_strong vicente_amorim
2505,34647,Enter the Void,thi psychedel tour of life after death is seen entir from the point of view of oscar nathaniel brown a young american drug dealer and addict live in tokyo with hi prostitut sister linda paz de la huerta when oscar is kill by polic dure a bust gone bad hi spirit journey from the past  where he see hi parent befor their death  to the present  where he wit hi own autopsi  and then to the future where he look out for hi sister from beyond the grave prostitut hallucin strip_club afterlif surreal drug_trip unsimulated_sex incest drug_deal psychedel dmt new_french_extrem drug fantasi drama nathaniel_brown paz_de_la_huerta cyril_roy gaspar_noé
2506,73935,Vamps,the modernday stori focus on two beauti young vampir who are live the good nightlif in new york until love enter the pictur and each ha to make a choic that will jeopard their immortality vampir love woman_director comedi romanc horror alicia_silverston krysten_ritt sigourney_weav amy_heckerl
2507,28178,Hachi: A Dog's Tale,a drama base on the true stori of a colleg professor bond with the abandon dog he take into hi home japanes loyalti human_animal_relationship friendship friend family_relationship dog newspaper_report family_dog wait drama famili richard_ger joan_allen jason_alexand lasse_hallström
2508,185567,Zulu,as a child ali neuman narrowli escap be murder by inkhata a milit polit parti at war with nelson mandela african nation congress onli he and hi mother surviv the carnag of those years but as with mani survivors the psycholog scar remain crime drama thriller orlando_bloom forest_whitak conrad_kemp jérôme_sal
2509,264656,The Homesman,when three women live on the edg of the american frontier are driven mad by harsh pioneer life the task of save them fall to the pious independentmind mari bee cuddy transport the women by cover wagon to iowa she soon realiz just how daunt the journey will be and employ a lowlif drifter georg briggs to join her the unlik pair and the three women head east where a wait minist and hi wife have offer to take the women in but the group first must travers the harsh nebraska territori mark by stark beauty psycholog peril and constant threat danc based_on_novel reveng native_american violenc wild_west driven_insan abusive_marriag refused_servic prison_wagon lost_in_the_desert buffalo_skin western drama hilary_swank tommy_lee_jon grace_gumm tommy_lee_jon
2510,35696,Juwanna Mann,a basketbal star is boot out of the nba when hi oncourt antic go too far so he pose as a woman and join the wuba sport basketbal beautiful_woman hit_in_crotch cross_dress the_star_spangled_bann comedi drama miguel_a_núñez_jr vivica_a_fox kevin_pollak jesse_vaughan
2511,16351,Ararat,a varieti of characters some close relatives other distant strangers are each affect by the make of a film about the armenian genocid of 1915 destruction_of_a_civil turkey war drama simon_abkarian charles_aznavour christopher_plumm atom_egoyan
2512,38717,Madison,in 1971 aircondition repairman and boat enthusiast jim mccormick entertain hi desir to go down as a legend in the record book when the gold cup hydroplan boat race improb come to hi small town of madison indiana immediately jim seiz hi opportun to enter the contest with a motley crew of fellow mechan and friend at hi side jim fix up hi old boat and bring hope to the blight industri city written by sujit r varma sport independent_film action adventur drama jim_caviezel jake_lloyd mary_mccormack william_bindley
2513,18777,Slow Burn,a district attorney ray liotta is involv in a 24hour showdown with a gang leader ll cool j and is at the same time be manipul by an attract assist district attorney jolen blalock and a cryptic stranger mysteri crime drama thriller ray_liotta ll_cool_j mekhi_phif wayne_beach
2514,2110,Wasabi,hubert is a french policeman with veri sharp methods after be forc to take 2 month off by hi boss who doesnt share hi view on work methods he goe back to japan where he use to work 19 year ago to settl the probat of hi girlfriend who left him shortli after marriag without a trace handcuff hitman love_lett police_oper japanese_mafia golf_club brutal_cop drama action comedi jean_reno ryoko_hirosu michel_mul gérard_krawczyk
2515,9035,Slither,a small town is taken over by an alien plague turn resid into zombi and all form of mutant monsters small_town mutant meteor meat alien violenc parasit slug bodily_dismember aftercreditssting duringcreditssting body_horror comedi horror science_fict nathan_fillion don_thompson elizabeth_bank james_gunn
2516,90,Beverly Hills Cop,toughtalk detroit cop axel foley head to the rarifi world of beverli hill in hi beatup chevi nova to investig a friend murder but soon he realiz he stumbl onto someth much more complicated bungl rooki detect billi rosewood join the fishoutofwat axel and show him the west lo angel ropes california showdown undercov strip_club investig weapon polic smuggl swimming_pool gunfight mansion los_angel foot_chas art_galleri car_chas warehous beverly_hil buddy_comedi country_club maverick_cop detroit_michigan damsel_in_distress bar_fight action comedi crime eddie_murphi judge_reinhold john_ashton martin_brest
2517,771,Home Alone,eightyearold kevin mccallist make the most of the situat after hi famili unwittingli leav him behind when they go on christma vacation but when a pair of bungl burglar set their sight on kevin house the plucki kid stand readi to defend hi territory by plant boobi trap galore ador mischiev kevin stand hi ground as hi frantic mother attempt to race home before holiday burglar home_invas mischief booby_trap home_alon suburban_chicago mischievous_child christma child comedi famili macaulay_culkin joe_pesci daniel_stern chris_columbu
2518,12154,Three Men and a Baby,three bachelor find themselv forc to take care of a babi left by one of the guy girlfriends babi roommat bachelor parti windeln soltero famili comedi drama tom_selleck steve_guttenberg ted_danson leonard_nimoy
2519,9576,Tootsie,michael dorsey is an unemploy actor with an imposs reputation in order to find work and fund hi friend play he dress as a woman dorothi michaels and land the part in a daytim drama dorsey lose himself in thi woman role and essenti becom dorothi michaels captiv women all around the citi and inspir them to break free from the control of men and becom more like dorsey initi identity thi newfound role however land dorsey in a hot spot between a femal friendlover a femal costar he fall in love with that costar father who fall in love with him and a male costar who yearn for hi affection infidel love friend cross_dress reput unemployed_actor serenad hit_in_the_crotch apolog live_televis actress actor comedi romanc dustin_hoffman jessica_lang teri_garr sydney_pollack
2520,744,Top Gun,for lieuten pete maverick mitchel and hi friend and copilot nick goose bradshaw be accept into an elit train school for fighter pilot is a dream come true a tragedy as well as person demons threaten pete dream of becom an ace pilot lovesick loss_of_lov fighter_pilot selfdiscoveri pilot ejection_seat dying_and_death offic training_camp air_forc airplan danger battle_assign us_navi hostil secret_lov cowardli pilot_school action romanc war tom_cruis kelly_mcgilli val_kilm tony_scott
2521,146,"Crouching Tiger, Hidden Dragon",two warrior in pursuit of a stolen sword and a notori fugit are led to an impetuous physicallyskilled teenag nobleman daughter who is at a crossroad in her life fli martial_art taskmast comb tiger desert_thief theft female_martial_artist adventur drama action romanc chow_yunfat michelle_yeoh zhang_ziyi ang_le
2522,14,American Beauty,lester burnham a depress suburban father in a midlif crisis decid to turn hi hectic life around after develop an infatu with hi daughter attract friend male_nud female_nud adulteri midlife_crisi coming_out first_tim camcord virgin nuditi film_mak estate_ag satir loneli dark_comedi suburbia coming_of_ag marijuana exercis parent_child_relationship bittersweet affair drama kevin_spacey annette_ben thora_birch sam_mend
2523,45269,The King's Speech,the king speech tell the stori of the man who becam king georg vi the father of queen elizabeth ii after hi brother abdicates georg bertie reluctantli assum the throne plagu by a dread stutter and consid unfit to be king berti engag the help of an unorthodox speech therapist name lionel logue through a set of unexpect techniques and as a result of an unlik friendship berti is abl to find hi voic and boldli lead the countri into war great_britain radio monarchi radio_transmiss royal_famili speech marriag royalti death_of_fath drama histori colin_firth geoffrey_rush helena_bonham_cart tom_hoop
2524,9493,Twins,juliu and vincent benedict are the result of an experi that would allow for the perfect child juliu wa plan and grow to athlet proportions vincent is an accid and is somewhat smaller in stature vincent is place in an orphanag while juliu is taken to a south sea island and rais by philosophers vincent becom the ultim low life and is about to be kill by loan sharks perfect deliveri low_intellig jet_engin twins_separated_at_birth artist_coloni same_habit biological_experi opposit catholic_orphanag comedi arnold_schwarzenegg danny_devito kelly_preston ivan_reitman
2525,22556,The Yellow Handkerchief,set in the presentday southern unit states the yellow handkerchief star william hurt as brett hanson an exconvict who embark on a road trip hanson hitch a ride with two troubl teens martin kristen stewart and gordi eddi redmayne travers posthurrican katrina louisiana in an attempt to reach hi exwif and longlost love may maria bello along the way the three reflect on their existence struggl for acceptance and find their way not onli through louisiana but through life independent_film drama romanc william_hurt maria_bello kristen_stewart udayan_prasad
2526,873,The Color Purple,an epic tale span forti year in the life of celi whoopi goldberg an africanamerican woman live in the south who surviv incred abus and bigotry after celie abus father marri her off to the equal debas mister albert johnson danni glover thing go from bad to worse leav celi to find companionship anywher she can she perseveres hold on to her dream of one day be reunit with her sister in africa base on the novel by alic walker prison africa southern_usa rape black_peopl sister_sister_relationship jazz violent_fath violent_husband empower adopt jazz_musician letter incest drama whoopi_goldberg margaret_averi danny_glov steven_spielberg
2527,33196,Tidal Wave,mansik and yeonhee are unsur as to whether they can overcom past wound and continu be a couple dr kim who caution against a possibl megatsunami at haeundae collaps in agoni spring from an unexpect turnup of hi daughter and divorc wife hyoungsik after rescu a woman from seoul ride out a feroci storm to gladden her heart a tsunami which destroy haeunda symbol the establish of a typic axi call provoc of conflicts and later the inner space of the coupl without anyth left behind after all conflict have end helicopt beach loss_of_fath giant_wav tsunami family_relationship korea disast cigarette_smok tear single_fath tearjerk stuck_in_elev tidal_wav disaster_film action adventur drama thriller park_joonghoon sol_kyunggu uhm_junghwa yoon_jekyoon
2528,205596,The Imitation Game,base on the real life stori of legendari cryptanalyst alan turing the film portray the nailbit race against time by ture and hi brilliant team of codebreak at britain topsecret govern code and cypher school at bletchley park dure the darkest day of world war ii gay england world_war_ii mathematician biographi logician cryptographi histori drama thriller war benedict_cumberbatch keira_knightley matthew_good morten_tyldum
2529,10765,Private Benjamin,a shelter young high societi woman join the armi on a whim and find herself in a more difficult situat than she ever expected pari role_of_women comedi goldie_hawn eileen_brennan armand_assant howard_zieff
2530,16769,Coal Miner's Daughter,biographi of loretta lynn a countri and western singer that came from poverti to fame country_mus female_friendship biographi loretta_lynn washington_st still grand_ole_opri nashville_tennesse honkytonk coal coal_min journey_shown_on_map drama music sissy_spacek tommy_lee_jon levon_helm michael_apt
2531,33217,Diary of a Wimpy Kid,greg heffley is head for big things but first he ha to surviv the scariest most humili experi of ani kid life  middl school that wont be easy consid he surround by hairyfreckl morons wedgielov bulli and a moldi slice of chees with nuclear cooties based_on_novel coming_of_ag young_boy breaking_the_fourth_wal middle_school popular duringcreditssting live_action_and_anim friendship_drama line_draw comedi famili zachary_gordon robert_capron rachael_harri thor_freudenth
2532,132232,Mama,guillermo del toro present mama a supernatur thriller that tell the haunt tale of two littl girl who disappear into the wood the day that their parent were killed when they are rescu year later and begin a new life they find that someon or someth still want to come tuck them in at night supernatural_horror horror jessica_chastain nikolaj_costerwaldau megan_charpenti andy_muschietti
2533,11153,National Lampoon's Vacation,clark griswold is on a quest to take hi famili on a quest to walley world theme park for a vacation but thing dont go exactli as planned usa rel family_vac family_holiday duringcreditssting comedi adventur romanc chevy_chas beverly_dangelo imogene_coca harold_rami
2534,208134,Bad Grandpa,86yearold irv zisman is on a journey across america with the most unlik companion hi 8 yearold grandson billy duringcreditssting comedi johnny_knoxvil jackson_nicol georgina_c jeff_tremain
2535,1165,The Queen,the queen is an intim behind the scene glimps at the interact between hm elizabeth ii and prime minist toni blair dure their struggle follow the death of diana to reach a compromis between what wa a privat tragedi for the royal famili and the public demand for an overt display of mourning upper_class loss_of_moth great_britain sad queen monarchi paparazzi prime_minist headlin oscar_award dying_and_death queen_elisabeth_ii prince_charl buckingham_palac royal_famili lady_diana_spenc drama helen_mirren michael_sheen james_cromwel stephen_frear
2536,4011,Beetlejuice,thank to an untim demis via drowning a young coupl end up as poltergeist in their new england farmhouse where they fail to meet the challeng of scare away the insuffer new owners who want to make drastic changes in desperation the undead newlyw turn to an expert frightmeister but he got a diabol agenda of hi own minist giant_snak skeleton calypso art afterlif child_brid possess surreal teenage_girl ghost fantasi comedi geena_davi alec_baldwin winona_ryd tim_burton
2537,17202,Why Did I Get Married?,the film is about the difficulti of maintain a solid relationship in modern times eight marri colleg friend plu one other nonfriend all of whom have achiev middl to upper class econom status go to colorado for their annual weeklong reunion but the mood shift when one couple infidel come to light secret are reveal and each coupl begin to question their own marriag comedi drama tyler_perri jill_scott janet_jackson tyler_perri
2538,9587,Little Women,with their father away as a chaplain in the civil war jo meg beth and ami grow up with their mother in somewhat reduc circumstances they are a close famili who inevit have their squabbl and tragedies but the bond hold even when later male friend start to becom a part of the household depress mother_daughter_relationship pregnant desir chalkboard  nightgown louisa_may_alcott birth_of_twin woman_director drama romanc winona_ryd gabriel_byrn trini_alvarado gillian_armstrong
